TRINITY_DN63011_c2_g1_i4	HBLT01014068.1_cds_CAE3167617.1_1	92.593	27	2	0	235	261	574	600	0.15	41.0
TRINITY_DN28882_c0_g1_i12	XM_721189.2_cds_XP_726282.2_1	78.333	60	11	1	348	407	1030	973	0.010	48.2
TRINITY_DN28849_c0_g1_i5	LR865372.1_cds_CAD2093610.1_322	88.889	45	2	2	1784	1827	1228	1186	0.001	53.6
TRINITY_DN28899_c0_g1_i14	HBOA01032109.1_cds_1	90.000	30	3	0	6	35	769	740	0.25	41.9
TRINITY_DN28899_c0_g1_i14	HBOA01032109.1_cds_1	86.667	30	4	0	42	71	769	740	3.0	37.4
TRINITY_DN71214_c0_g2_i1	LT990236.1_cds_SPJ09677.1_173	82.979	47	3	3	167	212	5104	5146	0.34	41.0
TRINITY_DN0_c116_g2_i2	HBGB01045696.1_cds_CAD9071815.1_1	82.353	34	6	0	191	224	640	607	5.5	35.6
TRINITY_DN0_c809_g2_i1	XM_013494334.1_cds_XP_013349788.1_1	74.118	85	20	2	20	104	1582	1500	0.001	48.2
TRINITY_DN4_c1_g1_i18	HBNJ01029381.1_cds_CAE4303349.1_1	90.000	30	3	0	279	308	568	539	0.54	41.9
TRINITY_DN2_c4_g2_i4	HBNF01086722.1_cds_1	92.857	28	0	1	217	244	29	4	0.50	40.1
TRINITY_DN2_c14_g1_i7	LT990239.1_cds_SPJ10555.1_134	75.714	70	13	3	143	211	97	163	0.16	41.0
TRINITY_DN18_c3_g2_i4	LT990242.2_cds_CAC9699231.1_605	94.286	35	0	2	1863	1895	2133	2099	0.011	48.2
TRINITY_DN3_c0_g1_i71	HBNJ01037874.1_cds_CAE4308102.1_1	96.296	27	1	0	2217	2243	393	419	0.12	45.5
TRINITY_DN3_c1987_g1_i3	HBLK01015652.1_cds_CAE2904611.1_1	100.000	22	0	0	25	46	190	169	0.21	41.0
TRINITY_DN1_c39_g1_i13	HBKZ01001896.1_cds_CAE2611244.1_1	86.486	37	5	0	608	644	26	62	0.037	45.5
TRINITY_DN1_c69_g1_i4	NC_037284.1_cds_XP_001350620.1_215	85.366	41	3	2	54	91	552	512	0.21	41.9
TRINITY_DN2992_c6_g1_i21	LR865377.1_cds_CAD2107675.1_9	84.000	50	3	2	64	113	490	534	0.001	50.9
TRINITY_DN2997_c3_g1_i1	HBKZ01037498.1_cds_CAE2629695.1_1	90.000	30	2	1	34	63	177	149	2.4	38.3
TRINITY_DN18969_c0_g1_i1	HBNO01040758.1_cds_1	93.333	30	2	0	1273	1302	474	445	0.041	46.4
TRINITY_DN44184_c1_g2_i1	XM_013495842.1_cds_XP_013351296.1_1	95.652	23	1	0	98	120	1099	1121	1.7	38.3
TRINITY_DN44132_c0_g1_i5	HBJI01013195.1_cds_1	81.250	48	8	1	853	900	466	420	0.25	43.7
TRINITY_DN44214_c2_g1_i12	AAGK01000006.1_cds_EAN30651.1_190	88.235	34	3	1	129	162	906	938	0.49	41.0
TRINITY_DN2044_c5_g1_i13	LR865376.1_cds_CAD2104774.1_334	90.625	32	2	1	187	218	1	31	0.25	41.9
TRINITY_DN60653_c0_g1_i3	LR865363.1_cds_CAD2083646.1_10	86.842	38	5	0	415	452	1182	1219	0.011	47.3
TRINITY_DN7810_c1_g1_i29	HBNR01124106.1_cds_1	90.625	32	2	1	949	980	471	441	0.69	41.9
TRINITY_DN7813_c1_g1_i5	HBJB01090546.1_cds_CAE0892651.1_1	92.308	26	2	0	229	254	161	186	0.98	39.2
TRINITY_DN1128_c1_g1_i11	HBJI01027735.1_cds_CAE1085185.1_1	96.154	26	1	0	190	215	120	145	0.36	43.7
TRINITY_DN42611_c0_g1_i20	CP044415.1_cds_QOY40173.1_427	89.286	28	3	0	80	107	325	298	2.5	38.3
TRINITY_DN16307_c0_g1_i19	HBOA01019883.1_cds_CAE5121520.1_1	90.909	33	2	1	1111	1143	18	49	0.32	43.7
TRINITY_DN15592_c2_g1_i18	XM_034566727.1_cds_XP_034423296.1_1	83.721	43	7	0	1157	1199	1956	1998	0.028	47.3
TRINITY_DN32708_c0_g1_i14	HBNR01036629.1_cds_CAE4593012.1_1	73.973	73	18	1	302	373	1475	1403	0.069	43.7
TRINITY_DN32708_c0_g1_i14	HBNR01036629.1_cds_CAE4593012.1_1	72.603	73	19	1	90	161	1475	1403	0.84	39.2
TRINITY_DN32736_c2_g1_i9	HBJL01109085.1_cds_CAE1403182.1_1	89.655	29	3	0	386	414	1472	1500	1.2	40.1
