"127"	"280"
"TRINITY_DN429_c0_g3_i1"	22036.2	18190
"TRINITY_DN4263_c0_g1_i1"	22285.8	15755.7
"TRINITY_DN220_c0_g3_i3"	39132.4	44236.4
"TRINITY_DN220_c0_g3_i4"	95000	92788.6
"TRINITY_DN237_c0_g1_i1"	49409.9	44384.2
"TRINITY_DN4099_c0_g1_i1"	19316.5	15122.4
"TRINITY_DN4307_c0_g1_i1"	22948.2	24292.9
"TRINITY_DN2556_c1_g1_i1"	25215.2	19657.9
"TRINITY_DN2817_c0_g1_i1"	26125.7	22439.5
"TRINITY_DN1941_c0_g3_i1"	30423.6	31489.5
"TRINITY_DN1474_c1_g2_i1"	75267.5	75678.5
"TRINITY_DN1710_c0_g1_i1"	62208.4	42199
"TRINITY_DN582_c0_g1_i1"	42894	32300.7
"TRINITY_DN582_c1_g2_i1"	38715.5	34479.2
"TRINITY_DN1545_c0_g2_i1"	51418.8	37776.2
"TRINITY_DN2238_c0_g1_i1"	14946.6	13126.6
"TRINITY_DN1316_c0_g1_i1"	157221	124860
"TRINITY_DN4476_c0_g1_i1"	17307.7	15321.3
