"kMEblack"	"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEpink"
"TRINITY_DN43_c0_g2_i1"	0.375034280271519	0.958157207258941	-0.137304107210953	0.0734312085013405	-0.17410958317602
"TRINITY_DN63_c0_g1_i3"	0.337313267869028	0.971330112265446	-0.139178926404903	0.0440959347924505	-0.16825117055108
"TRINITY_DN63_c0_g1_i2"	0.301568191022882	0.955554799896655	-0.0769982664418328	-0.112579985587926	-0.233545938216963
"TRINITY_DN22_c0_g1_i6"	0.251633903112733	0.964170585779143	-0.103870077171281	-0.0909014068690363	-0.151726647353941
"TRINITY_DN74_c0_g1_i1"	0.128442126401024	0.893813240627596	0.0517530791477935	0.0710780122976069	-0.367370460901482
"TRINITY_DN15_c0_g1_i1"	0.101502392110674	0.955073857266669	0.0979781416254004	-0.0729912833124718	-0.295218326751152
"TRINITY_DN19_c0_g1_i2"	0.360311390813671	0.945798480913772	-0.186321507537649	-0.041715441813718	-0.0670674818732049
"TRINITY_DN72_c0_g1_i5"	-0.104416888198019	0.401878942068027	0.0987797832775955	-0.153145929794118	0.116742061268485
"TRINITY_DN72_c0_g1_i13"	0.0784264852503599	-0.225327963677689	-0.12299604866045	-0.0478366928625802	0.432368352394809
"TRINITY_DN72_c0_g1_i7"	-0.0801835100719336	0.25432410860309	0.0661519331276961	-0.124175638639306	0.13039202534317
"TRINITY_DN72_c0_g1_i12"	-0.383453148705802	0.687666023692949	0.455310078042238	-0.0112835490888417	-0.444957199797523
"TRINITY_DN72_c0_g1_i8"	-0.778633338242756	-0.333243519573212	0.743547789281876	-0.392477130021724	-0.571914438906829
"TRINITY_DN55_c0_g1_i1"	-0.848668774229606	-0.0105099698723216	0.9410504238533	0.102566549989266	-0.724811042837854
"TRINITY_DN51_c0_g2_i1"	0.0842295684808081	0.950828347794838	0.13573122613583	0.109287984246042	-0.367792777558333
"TRINITY_DN51_c0_g1_i1"	0.0414097611139945	0.936247236693807	0.122417076159184	0.129270918036959	-0.292494405489883
"TRINITY_DN91_c0_g2_i1"	0.848968301958408	-0.141150784195473	-0.915372752688928	0.139734380743227	0.743385319920349
"TRINITY_DN40_c0_g1_i3"	0.279466450697129	0.981147759596703	-0.0767577369562795	-0.00950301991463065	-0.247727147310469
"TRINITY_DN40_c0_g1_i2"	0.300804773528785	0.980490505002559	-0.0640241692300056	-0.0247005751964501	-0.270323913051404
"TRINITY_DN50_c0_g1_i4"	0.365994425475692	0.96910698631598	-0.142559737693051	0.069442460162405	-0.156699223500559
"TRINITY_DN50_c0_g1_i1"	0.0283548954760395	0.864279473100803	0.221929229047872	0.167125568914304	-0.45071224189363
"TRINITY_DN60_c0_g1_i2"	-0.142907628467184	0.870206228991111	0.324253111403912	-0.0536417017398828	-0.402764540960028
"TRINITY_DN60_c0_g1_i12"	0.273560800950594	0.824392963912977	-0.0713627861868868	0.222370901468441	-0.254807060157205
"TRINITY_DN95_c0_g1_i7"	0.335604805676238	0.953883621900699	-0.100455227113108	0.0799038293108483	-0.2234201233027
"TRINITY_DN95_c0_g1_i4"	0.304888310163975	0.937344968602417	-0.0949392205360632	0.0551976089856745	-0.316386908035421
"TRINITY_DN1_c0_g1_i1"	0.265921685297949	0.977868324574745	-0.0865047232282497	-0.113061614127447	-0.203679749450716
"TRINITY_DN81_c0_g2_i2"	-0.595045149983409	0.379967813368724	0.700314388944689	0.0645258910889855	-0.483594537386069
"TRINITY_DN81_c0_g1_i7"	-0.595152106874925	0.56056275129369	0.790058289344579	-0.0111511553894553	-0.774495794046307
"TRINITY_DN81_c0_g1_i19"	-0.684456592265449	0.353876260693652	0.881849249334682	-0.0121167636703486	-0.75389586897931
"TRINITY_DN81_c0_g1_i13"	-0.881388293363388	-0.0846513934643682	0.961802246613236	0.14394750156588	-0.700232855212503
"TRINITY_DN81_c0_g1_i28"	-0.678206101003934	0.452377082331789	0.867812705910854	0.0244397796554941	-0.77661851711553
"TRINITY_DN81_c0_g1_i1"	-0.715310352327736	0.375919147671162	0.880155224027384	0.0784659987232765	-0.817842403919341
"TRINITY_DN81_c0_g1_i10"	0.0834872398480922	0.846188833964767	0.0301132048260636	-0.132270884515147	-0.215619126921239
"TRINITY_DN81_c0_g1_i20"	-0.445250285278559	0.54728949900583	0.62115662704374	-0.104026761401745	-0.513321499236441
"TRINITY_DN99_c0_g1_i4"	0.321720614826306	0.978562059082864	-0.110475281760997	0.00369677092666975	-0.213045344888889
"TRINITY_DN3853_c0_g1_i1"	0.277234181408024	0.970607287605066	-0.101519231423086	-0.124699937887495	-0.162937530264145
"TRINITY_DN3882_c0_g1_i1"	0.301131857880845	0.975249435986562	-0.111489513758024	-0.0965861412995921	-0.18652637511049
"TRINITY_DN3887_c0_g1_i1"	0.282449610567765	0.978617997042688	-0.0786222300856059	-0.144102080181872	-0.219161921412027
"TRINITY_DN3810_c0_g1_i1"	-0.7133865885091	-0.082398832418613	0.823561321747763	-0.163218270251884	-0.827683875989589
"TRINITY_DN3814_c0_g1_i1"	0.360103098557547	0.957797195764107	-0.123204393126481	0.0868869575100054	-0.204995351708522
"TRINITY_DN3852_c0_g1_i2"	0.303312506883013	0.966644454894883	-0.0736887788334891	-0.141113193646684	-0.236183376797461
"TRINITY_DN3859_c0_g1_i1"	0.322881582229237	0.962258458777406	-0.140778874523392	-0.0788705208367783	-0.127642985491113
"TRINITY_DN3844_c0_g1_i1"	-0.473348648374617	0.471012262326225	0.682288863002593	-0.237090941259869	-0.838434654311538
"TRINITY_DN3873_c0_g1_i1"	0.392142236273324	0.942184242626602	-0.175409806960582	0.116515201700337	-0.111224050210484
"TRINITY_DN2969_c0_g1_i2"	-0.583468468386	0.244163524022235	0.777763583678519	0.0701745169007188	-0.560667690743366
"TRINITY_DN2969_c0_g1_i3"	-0.528834129167307	0.345266965554121	0.747068523998059	0.06181890335547	-0.628027150894187
"TRINITY_DN2987_c0_g1_i1"	0.491399940406507	-0.0375702381284509	-0.577216521465082	0.34642236914381	0.758541295388278
"TRINITY_DN2056_c0_g1_i1"	0.240559185409164	0.964433731099333	-0.0882691984674856	-0.112194745644706	-0.196604662090039
"TRINITY_DN2045_c0_g1_i1"	0.2245447446248	0.932206770093236	-0.104207993905112	-0.111387729695298	-0.144485631111424
"TRINITY_DN2092_c0_g1_i1"	0.306224138521193	0.916797900181463	-0.0506884858534819	0.0574242580107744	-0.264074959120155
"TRINITY_DN2099_c0_g2_i1"	0.318005322169571	0.967296529352459	-0.121592300488458	0.00283326633548657	-0.183299464575387
"TRINITY_DN2099_c0_g1_i1"	0.327091890734756	0.96776816248771	-0.122267973858166	0.047687922660388	-0.204922823682441
"TRINITY_DN446_c0_g1_i2"	0.297068255030129	0.964381588451242	-0.101140820568882	-0.118689517169519	-0.177892071707119
"TRINITY_DN412_c0_g1_i1"	-0.133808149137681	0.173732542272521	0.0825144407858961	-0.0159627382912459	0.309181978965483
"TRINITY_DN485_c0_g1_i1"	0.286770986631524	0.986419148800023	-0.0682454858900655	-0.0434527126762717	-0.259738411764298
"TRINITY_DN473_c0_g1_i1"	0.319004753472515	0.940757930624489	-0.131313616106238	-0.112526248033447	-0.136459404868184
"TRINITY_DN429_c0_g3_i1"	-0.844711446040281	-0.115105500518735	0.882291402849337	0.193110813653156	-0.767565107869873
"TRINITY_DN438_c0_g1_i1"	-0.0380272489726391	0.825648858419744	0.309452569759686	-0.0282494540913919	-0.484025615853723
"TRINITY_DN404_c0_g1_i7"	-0.141566129063212	0.674159793921091	0.210540089184009	0.133765665562105	-0.506134871359147
"TRINITY_DN404_c0_g1_i5"	0.0496068179366981	0.936271198286933	0.167908134651668	0.088250385251771	-0.371439623769606
"TRINITY_DN404_c0_g1_i3"	0.217675437936826	0.965795645086778	-0.0579623088919076	-0.0792406069961399	-0.242468294773668
"TRINITY_DN465_c0_g1_i1"	-0.566650252758627	0.419027376998523	0.726967163090828	0.077830023444286	-0.5502441415006
"TRINITY_DN457_c0_g1_i1"	0.294133683687449	0.969574406427557	-0.0757856491990781	-0.144095471315424	-0.217448249114194
"TRINITY_DN479_c0_g1_i2"	-0.285579695545249	0.831201244787395	0.473815165447985	0.174750607138035	-0.551800253508799
"TRINITY_DN1188_c0_g1_i1"	0.0592861922146771	0.948382464258084	0.202748678532429	0.0401027086872412	-0.409922434235841
"TRINITY_DN1127_c1_g1_i1"	-0.732758809989715	-0.254572102574748	0.722716459422269	-0.0692044490832067	-0.333178845132378
"TRINITY_DN1167_c0_g1_i1"	0.238399016310759	0.91782018267101	-0.11915227968372	-0.140212846779071	-0.132916586300628
"TRINITY_DN1178_c0_g1_i2"	0.331987346275842	0.949784319834772	-0.136054610335951	-0.0483037019875111	-0.159521768052331
"TRINITY_DN1179_c0_g1_i1"	0.361689003885939	0.929421357206324	-0.183087483929398	-0.0893625007843084	-0.0560463294178726
"TRINITY_DN845_c0_g1_i1"	0.30102240218645	0.973046075460403	-0.116498525631392	0.0251970084177657	-0.200521264147857
"TRINITY_DN861_c0_g1_i1"	0.273576190693465	0.959487801582282	-0.107237698901651	-0.0867758215750331	-0.143814454720453
"TRINITY_DN804_c0_g1_i1"	0.359112045866434	0.956016171891543	-0.136819997922458	0.00495153278956859	-0.187793475002276
"TRINITY_DN825_c1_g1_i1"	-0.530139211236828	0.371129619743247	0.72491004500043	0.0833262644842537	-0.588042464871013
"TRINITY_DN805_c0_g2_i1"	-0.890841253828165	-0.433945102575234	0.729121916761569	0.203139880727028	-0.299715040430905
"TRINITY_DN836_c0_g1_i2"	0.506245495410998	0.0275543880950047	-0.538148506403618	-0.424762396488737	0.534687623126527
"TRINITY_DN836_c0_g1_i1"	0.616143780616886	-0.0243505396523235	-0.681156831615198	-0.37340309186707	0.611684882257391
"TRINITY_DN868_c0_g1_i1"	-0.445509653549484	0.396929919763813	0.667390335233872	0.12329088594849	-0.568683609553302
"TRINITY_DN5114_c0_g1_i1"	0.283362582592121	0.97458108323745	-0.0956663661145412	-0.138884368273007	-0.177993426770576
"TRINITY_DN5198_c0_g1_i1"	-0.187726455335695	0.808704456364321	0.392396757993513	-0.0364626527588054	-0.408639421043906
"TRINITY_DN5180_c0_g1_i1"	-0.4476530566098	0.578999619810187	0.586813209688312	-0.0258941271869342	-0.466851569902073
"TRINITY_DN5162_c0_g1_i1"	0.941807156706949	0.330293544484191	-0.820217237745015	-0.117232012213505	0.548476180170792
"TRINITY_DN5174_c0_g1_i1"	-0.470553804978064	0.464722220462361	0.693571467619325	-0.00385720843027596	-0.560435965939105
"TRINITY_DN5195_c0_g1_i1"	0.0493782857627565	0.862820764840761	0.0975770686101728	-0.100310855711561	-0.378181592244565
"TRINITY_DN5161_c0_g1_i1"	0.320729769340935	0.933794664256608	-0.113005965531977	0.10659528022125	-0.190781643898092
"TRINITY_DN5118_c0_g1_i1"	0.184254650832878	0.722698801871137	-0.0279782324526514	0.264638845751968	-0.235502325752985
"TRINITY_DN4288_c0_g1_i1"	0.969809090897278	0.216595377001433	-0.915738020531961	-0.0743643643781905	0.601165019782805
"TRINITY_DN4200_c0_g1_i1"	0.37976473471971	0.956696030591031	-0.144463339686828	0.0913411705494827	-0.165292034962504
"TRINITY_DN4264_c0_g1_i1"	0.887080669201509	0.301988368495142	-0.863012796361442	-0.0872087148232398	0.721933591128461
"TRINITY_DN4233_c0_g1_i1"	0.332825219756266	0.939428855989952	-0.0933077773715328	0.0906517572481653	-0.230657690207041
"TRINITY_DN4238_c0_g1_i1"	-0.376694860502479	0.643819789144956	0.533245623267638	-0.0210632601494215	-0.447131123943572
"TRINITY_DN4254_c0_g1_i1"	0.336478939549648	0.959875495203992	-0.127909637543107	-0.105361573026357	-0.154441052048846
"TRINITY_DN4243_c0_g1_i1"	0.279326538358284	0.954948476579032	-0.140427495127227	-0.0646039241441889	-0.111220874061795
"TRINITY_DN4263_c0_g1_i1"	-0.455695765995016	-0.616427842216341	0.432134013465676	0.294288414587988	-0.132720582788192
"TRINITY_DN4279_c0_g1_i1"	0.315399462835628	0.962647599291986	-0.108098308668568	-0.127909063132409	-0.187452040911981
"TRINITY_DN4273_c0_g1_i1"	0.0610676565273851	0.708903979732987	0.148002321003027	0.18416142805827	-0.455862757111627
"TRINITY_DN4533_c0_g1_i1"	-0.479443795538203	0.541653108258571	0.605688297019838	-0.00122118939525533	-0.457008907836944
"TRINITY_DN4518_c0_g1_i1"	-0.0278688381375296	0.806090075458058	0.274007706712874	-0.199143991004891	-0.477763615956937
"TRINITY_DN4562_c0_g1_i1"	0.361689225550824	0.935484057847446	-0.130736143113934	0.0465974423260389	-0.188060460632706
"TRINITY_DN4534_c0_g1_i1"	0.322075571652159	0.969362742622556	-0.128773979229172	-0.0940064317559036	-0.149770140542083
"TRINITY_DN4541_c0_g1_i1"	0.288350246252765	0.988587004426995	-0.0737501893319727	-0.0639506228606711	-0.241023801398844
"TRINITY_DN4548_c0_g1_i1"	0.618730160716749	-0.0206234975205569	-0.770990254680846	-0.181481282349479	0.900431773665473
"TRINITY_DN3634_c0_g1_i1"	-0.0621730006333804	0.911145398766662	0.262283448429734	-0.0950977441814528	-0.40860353832164
"TRINITY_DN3614_c0_g1_i1"	0.302917722779436	0.959638040091323	-0.136863741431809	-0.0346852146353207	-0.152786405372457
"TRINITY_DN3640_c0_g1_i1"	0.330427416137481	0.962422702119028	-0.108484656236083	-0.106991269615231	-0.19760788171492
"TRINITY_DN3633_c0_g1_i1"	-0.576861205049508	0.392382068754538	0.608510564635898	0.11626973094143	-0.427080550601029
"TRINITY_DN3609_c0_g1_i1"	0.344036451257769	0.966057148276429	-0.0954199475759852	0.010336305890784	-0.244169540628151
"TRINITY_DN2745_c0_g1_i1"	0.0529848984793673	0.864756113312772	0.142737249925991	0.0376562084833358	-0.476833934436358
"TRINITY_DN2788_c0_g1_i1"	0.294080898935849	0.974615476033559	-0.0773081496225041	-0.135433145282097	-0.230971348435407
"TRINITY_DN2735_c0_g1_i1"	0.0241845291221614	0.925350968460687	0.176508492967509	-0.0600679936420804	-0.366309582311001
"TRINITY_DN2791_c0_g1_i1"	-0.612356306687771	0.595182657111712	0.714373287615599	0.0033299597800223	-0.666168048080969
"TRINITY_DN2747_c0_g1_i1"	0.364144324399665	0.947575079297984	-0.182813877743941	-0.0407347246115757	-0.0753866745917139
"TRINITY_DN2720_c0_g1_i1"	0.305979426727156	0.978935364677576	-0.0864416013075523	-0.0399295991567541	-0.212014987530793
"TRINITY_DN2789_c1_g1_i1"	-0.155545637711847	0.830084250881504	0.388323781589602	0.161292519334164	-0.450863863479865
"TRINITY_DN285_c0_g1_i1"	0.264487037725918	0.889146808820387	-0.152835681663978	0.062800694081881	-0.127856925221138
"TRINITY_DN220_c0_g3_i3"	0.660690566104358	0.568960938311493	-0.581166384938758	-0.147398687161864	0.381563750875321
"TRINITY_DN220_c0_g3_i4"	0.885153805701053	0.215351016963129	-0.822635520184655	0.0976551553144793	0.581674008286324
"TRINITY_DN246_c0_g1_i2"	0.894537428034662	0.296239892146297	-0.760248915413329	0.19143095972532	0.376693532595965
"TRINITY_DN268_c0_g1_i2"	0.278295876687954	0.967671951038766	-0.0849114505225729	0.025619395146677	-0.203163305772637
"TRINITY_DN205_c0_g1_i1"	0.320692056659883	0.966656063521117	-0.0963038405276037	0.0302790521765491	-0.226468910057171
"TRINITY_DN248_c0_g1_i1"	0.244992732080714	0.962471817280079	-0.0841054171595074	-0.128649929592675	-0.208694177298735
"TRINITY_DN282_c0_g1_i8"	-0.872458038467583	0.152496444871111	0.943013564685873	0.0264349661506363	-0.729038233063178
"TRINITY_DN263_c0_g1_i1"	-0.497874943481085	0.5379753389355	0.673041857319776	0.0710347355917657	-0.568520875021259
"TRINITY_DN273_c0_g1_i1"	0.289841791684706	0.974429599783614	-0.080347888309428	-0.123973467902751	-0.217971447535833
"TRINITY_DN211_c0_g1_i2"	0.254001481187841	0.97287597653054	-0.089470119860222	-0.103082232603316	-0.192811026631807
"TRINITY_DN226_c0_g1_i1"	0.183627172452324	0.904711442313696	0.0219238468924064	-0.12598611703363	-0.456118388836833
"TRINITY_DN244_c0_g1_i1"	-0.0110091096762531	0.918942750797272	0.217565535427663	-0.0195527190575297	-0.369164137520136
"TRINITY_DN267_c0_g1_i1"	0.278369943082356	0.976721225773038	-0.0841884209961382	-0.114911050750558	-0.207780141556203
"TRINITY_DN237_c0_g1_i1"	0.664412172423745	0.0340925111739571	-0.466406525375781	0.331696078363664	0.158804352706322
"TRINITY_DN237_c0_g1_i2"	0.694527380666909	0.518727426577613	-0.449236958494495	0.276939627512792	0.0494008993601218
"TRINITY_DN227_c0_g1_i2"	0.00706668489415761	0.912120207434884	0.218824468494755	-0.0575231029095839	-0.368129844397033
"TRINITY_DN207_c0_g2_i1"	0.301970730743	0.968240253621852	-0.112804498975899	-0.0965132382154486	-0.171100070387209
"TRINITY_DN214_c0_g1_i1"	0.37567804469154	0.954856602145254	-0.126847019564776	0.0278522644860301	-0.201817326229496
"TRINITY_DN272_c0_g1_i2"	0.351998292887499	0.922343084335521	-0.0753230838987411	0.0692299788807176	-0.267145488513286
"TRINITY_DN3913_c0_g1_i1"	0.0440410005668408	0.952581040823729	0.158826445871758	0.0514629521162587	-0.33402583991956
"TRINITY_DN3920_c0_g1_i1"	0.970587417288533	0.360707003121033	-0.851951200572671	-0.00945621527205418	0.528525116087694
"TRINITY_DN3993_c0_g1_i1"	0.3400652413095	0.959958584513847	-0.140967476407094	-0.0805865128802986	-0.192678448994911
"TRINITY_DN3983_c0_g1_i1"	0.359758314916074	0.865523046515702	-0.0736964795557944	0.108157361094976	-0.257276079163883
"TRINITY_DN3949_c0_g1_i1"	0.205133523421565	0.715570006316628	-0.0982374098909842	-0.474845112047371	-0.202259515643483
"TRINITY_DN3990_c0_g1_i1"	-0.406630848896118	0.761090244121668	0.584687902030547	-0.0823310507785186	-0.635661703742514
"TRINITY_DN3937_c0_g1_i1"	-0.19411586208217	0.842524865882919	0.381769035671867	0.0658949910251344	-0.447516386546986
"TRINITY_DN3905_c0_g1_i1"	-0.0176826388173523	0.92935530534667	0.217208244666138	-0.0965669259248245	-0.348222455725436
"TRINITY_DN3974_c0_g1_i1"	0.152510738730138	0.959467554345335	0.124983275992076	-0.0464038252132566	-0.357795989046133
"TRINITY_DN3964_c0_g1_i1"	0.33769927709572	0.937460139324752	-0.114280042199629	0.081527943681049	-0.163974194780228
"TRINITY_DN4095_c0_g1_i1"	0.315594615362013	0.969399801502804	-0.115072767978371	-0.0778446434523006	-0.183909604953213
"TRINITY_DN4012_c0_g1_i1"	0.248620692892039	0.95008770528064	-0.118898654570924	-0.100715823290308	-0.157008991979125
"TRINITY_DN4091_c0_g1_i1"	0.307074658278705	0.966215261458078	-0.114330595292036	-0.0924766163386328	-0.172358285651348
"TRINITY_DN4055_c0_g1_i1"	0.273409869530891	0.967825908214489	-0.0908113859986182	-0.0838137499263656	-0.20220321885394
"TRINITY_DN4075_c0_g1_i1"	0.282476058398872	0.951727547469711	-0.131215355460684	-0.0649789838135075	-0.152770497274749
"TRINITY_DN4090_c0_g1_i1"	-0.812830953648433	0.122807230472158	0.923287437093614	0.181742325007326	-0.693972851362621
"TRINITY_DN4029_c0_g1_i1"	0.294628206114976	0.980496206078172	-0.0820399590635468	-0.0286190429707863	-0.214542554225725
"TRINITY_DN4099_c0_g1_i1"	0.670706023104992	-0.265183975872019	-0.836253036036752	-0.0646749925011623	0.914168187492221
"TRINITY_DN660_c0_g1_i1"	0.207296722222829	0.928874989292749	-0.0362390083294453	0.125726943301352	-0.256702174842987
"TRINITY_DN642_c0_g1_i1"	0.266472403287069	0.957465649465618	-0.11192078817286	-0.0902491727993328	-0.139058409318775
"TRINITY_DN605_c0_g2_i1"	0.395999486872619	0.950089278952251	-0.170221272251645	0.00683853540914696	-0.104056702193383
"TRINITY_DN665_c0_g1_i1"	0.265300371340698	0.73466255164851	-0.106397000019104	-0.509584385164974	-0.192698767366103
"TRINITY_DN602_c0_g1_i1"	0.695300763615163	0.224026625717468	-0.636423443588028	0.250105980967322	0.545284435467902
"TRINITY_DN685_c1_g1_i1"	0.283343101664648	0.971222125092135	-0.0852925458512586	-0.0969875898723478	-0.214248369363356
