"kMEblack"	"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEpink"
"TRINITY_DN637_c0_g1_i2"	0.332351761029427	0.965900865985382	-0.146994463625295	0.0413761145401817	-0.151862881112284
"TRINITY_DN648_c0_g1_i1"	0.36799228861831	-0.127675204855184	-0.553029721741677	0.114944523049797	0.818372467546739
"TRINITY_DN629_c0_g1_i2"	0.457007267631019	0.764034440453928	-0.229656383524015	-0.206491367001405	-0.257665437204426
"TRINITY_DN629_c0_g1_i1"	0.284441764221911	0.93903398843302	-0.053891350427796	0.0924509470208173	-0.275620964454279
"TRINITY_DN618_c0_g1_i2"	-0.892849124366096	0.135406713296528	0.962293939642605	0.061280259961609	-0.768370109497068
"TRINITY_DN661_c0_g2_i1"	0.363414167347605	0.79221613586736	-0.0718195090869313	-0.173705539358386	-0.227429300425778
"TRINITY_DN3128_c0_g1_i1"	0.105958858293749	0.935538298110186	0.0688618553044811	-0.00873709951786182	-0.379725399414565
"TRINITY_DN3130_c0_g1_i1"	-0.465058549322307	0.190760330529984	0.508003223153535	-0.25286906058752	-0.393508585011882
"TRINITY_DN5225_c0_g1_i1"	0.372943755796643	0.931712879932039	-0.153745287526738	-0.0640492281903581	-0.210309253166137
"TRINITY_DN5288_c0_g1_i1"	0.500204270951034	-0.0740769131929533	-0.532378102007288	0.293214027887073	0.488825204319395
"TRINITY_DN5267_c0_g1_i1"	-0.35068112068	0.713337604306246	0.512295606554354	0.0135603977070426	-0.485507581386512
"TRINITY_DN5282_c0_g1_i1"	0.2645651637437	0.956817045837346	-0.0893208892922018	-0.0338006212277208	-0.198143590412931
"TRINITY_DN5217_c0_g1_i1"	0.308814935830962	0.90023214104096	-0.0825975748205455	-0.203313209495066	-0.260702957818508
"TRINITY_DN5245_c0_g1_i1"	0.355571490908903	0.967423142522214	-0.142838318435176	0.0533601761322073	-0.165529766529159
"TRINITY_DN4362_c0_g1_i2"	-0.872521697264701	-0.172579203568583	0.913665617109497	-0.130222538986282	-0.681233271160552
"TRINITY_DN4315_c0_g1_i1"	-0.0163109188676113	0.928247022596908	0.243934322154347	-0.0876597236997934	-0.404163007589928
"TRINITY_DN4307_c0_g1_i1"	0.683057025125719	-0.429898772980176	-0.786835215320226	0.0951301611180052	0.800089538656909
"TRINITY_DN4396_c0_g1_i2"	0.325298296684411	0.937368180603737	-0.104186482369907	0.0514469783048607	-0.192318212868773
"TRINITY_DN4343_c0_g1_i1"	0.3446949742509	0.935263358531673	-0.160675348160558	0.154253024073296	-0.121387427490554
"TRINITY_DN3427_c0_g1_i1"	0.329865362678039	0.917843307494701	-0.109816218174537	0.13299819294437	-0.185198121110591
"TRINITY_DN3485_c0_g1_i1"	0.321650281304131	0.951222126481148	-0.095127973382509	0.0804465155760393	-0.245307883800615
"TRINITY_DN3425_c0_g1_i1"	0.342116901569203	0.95138952542531	-0.0857035826791991	0.017046328632277	-0.238884586169034
"TRINITY_DN3412_c0_g1_i1"	0.320315548740003	0.948281030711776	-0.0921372711039922	0.0895290177574387	-0.245070909931232
"TRINITY_DN3447_c0_g1_i1"	0.0625864004341574	0.938864154765797	0.160928763246568	0.049113197921113	-0.327043852952014
"TRINITY_DN3458_c0_g1_i1"	0.431010954404571	-0.138774533179436	-0.235030332493887	0.363590811433638	0.129508366309832
"TRINITY_DN3484_c0_g1_i1"	-0.69130412296645	0.465545191493379	0.866000683327424	0.0761813698150859	-0.794417795736696
"TRINITY_DN3480_c0_g1_i1"	0.362366584536463	0.910666423652577	-0.113498323794314	0.173474881748399	-0.270086086966281
"TRINITY_DN2569_c0_g1_i2"	-0.52405100143108	0.44081113658617	0.720663243421856	0.0697214733164745	-0.587770115384193
"TRINITY_DN2581_c0_g1_i1"	-0.750963044155851	-0.0183838765867195	0.863564963496173	-0.158174065624477	-0.832244115160175
"TRINITY_DN2556_c1_g1_i1"	-0.500889476012816	-0.719466545058083	0.425858239430144	0.239911705942793	-0.0350097484115811
"TRINITY_DN2523_c0_g1_i2"	-0.945702056284032	-0.191567699449827	0.905353996606099	0.110678088229953	-0.64301390280008
"TRINITY_DN2578_c0_g2_i1"	0.530838068820016	-0.217196089521015	-0.713096152940313	-0.0569530763188529	0.884904805438924
"TRINITY_DN3780_c0_g1_i2"	0.292162733477102	0.965569372594912	-0.126875537730185	-0.0644985649572381	-0.163209806102441
"TRINITY_DN3747_c0_g1_i1"	-0.539128631564259	0.481910953424121	0.65020861356994	0.0629712689092038	-0.496347422275759
"TRINITY_DN3785_c0_g1_i1"	0.289334134804474	0.985948304562033	-0.0694581164246567	-0.0469685630340209	-0.246354769485371
"TRINITY_DN3751_c0_g1_i1"	0.0704959661500926	0.83529803430767	0.0173365775506565	-0.0184522393382961	-0.227426286205339
"TRINITY_DN3720_c0_g1_i1"	0.327521548275284	0.886844697819421	-0.107898271862151	-0.283061847232269	-0.237693872398911
"TRINITY_DN3787_c0_g1_i1"	0.292979799651373	0.979577520976467	-0.0838675217810286	-0.0679543729663999	-0.20763743537666
"TRINITY_DN3761_c0_g1_i1"	0.368679131649717	0.937544998745647	-0.155189138155603	-0.0535075341859258	-0.179852319564987
"TRINITY_DN3795_c0_g1_i1"	0.28255089987266	0.972548135487711	-0.0950440519337483	-0.14675830289854	-0.177612374634286
"TRINITY_DN3739_c0_g1_i1"	0.305452894320115	0.95045799582829	-0.0605872689594191	-0.0424248408275279	-0.29912854942701
"TRINITY_DN3762_c0_g1_i1"	0.301845951755802	0.95692314747927	-0.137669152052829	-0.0335356229937672	-0.143896891835955
"TRINITY_DN2826_c0_g1_i1"	0.293680893992502	0.936436261315373	-0.121315645497703	-0.121806653092653	-0.189830438896846
"TRINITY_DN2870_c0_g1_i1"	-0.10646067975414	0.83500569085598	0.372207087042827	0.0642223863733241	-0.48839970109782
"TRINITY_DN2834_c0_g1_i1"	0.26329024107613	0.960403989785376	-0.10344332176387	-0.124074030681354	-0.161159900414015
"TRINITY_DN2802_c0_g1_i1"	0.458545844236679	-0.171382284914874	-0.64904123971104	0.166160440640424	0.845485426085413
"TRINITY_DN2817_c0_g1_i1"	-0.151025151099803	0.199202077790243	0.139533123359622	-0.439582803622303	-0.0150572831541752
"TRINITY_DN1976_c0_g1_i1"	0.723076166056773	-0.316383349642973	-0.869095627065959	-0.0311548278443046	0.948321851893048
"TRINITY_DN1987_c0_g2_i2"	0.638438709072858	-0.19270064300597	-0.652739358874366	0.0217191814778207	0.27460551427366
"TRINITY_DN1987_c0_g2_i1"	0.398066471962722	-0.337901192711895	-0.458684721837848	-0.00696068295321095	0.145675743995342
"TRINITY_DN1912_c0_g1_i1"	0.297993527724268	0.986217566629689	-0.0844846330076575	-0.0394181633630332	-0.22059442832446
"TRINITY_DN1922_c0_g1_i1"	0.31469030848694	0.963408943462472	-0.136613404004438	-0.0945169819909748	-0.130408721165189
"TRINITY_DN1911_c0_g1_i1"	0.219753192521423	0.946201107597577	-0.0916180828286166	-0.095044139411317	-0.184172875269933
"TRINITY_DN1909_c0_g1_i1"	-0.573394530784799	0.180653651224749	0.64468089266507	-0.0645777890161303	-0.384651163863683
"TRINITY_DN1915_c0_g1_i1"	-0.216869782203581	0.862032977034697	0.364774607579809	0.0998907701874166	-0.43382464463897
"TRINITY_DN1941_c0_g3_i1"	0.911780136717668	0.358110605293116	-0.827701078777454	-0.157503967403546	0.568488352365773
"TRINITY_DN1989_c0_g1_i1"	-0.0348331994080423	0.907022378638507	0.2376574221129	-0.0192564445403182	-0.378993244067442
"TRINITY_DN1920_c0_g1_i1"	0.318174270616773	0.9387813334363	-0.062483863967799	0.0380732002811843	-0.246802625353575
"TRINITY_DN4153_c0_g1_i1"	0.0584736850909356	0.958625975996391	0.176802443144515	0.0787419743939895	-0.390854373866922
"TRINITY_DN4145_c0_g1_i1"	-0.723273915670979	-0.158290321246218	0.730124264329459	-0.230371504885076	-0.513247490938382
"TRINITY_DN4197_c0_g1_i1"	0.363077946176464	0.951552596817391	-0.151534195991227	-0.109967682940019	-0.111825731282233
"TRINITY_DN4123_c0_g1_i1"	-0.207097016262742	0.830687645673242	0.394843817330389	-0.0153061250538088	-0.462330187915405
"TRINITY_DN4121_c0_g1_i1"	-0.290383812297957	0.722369995830634	0.46981854446117	-0.0217779315247909	-0.430402691232867
"TRINITY_DN4133_c0_g1_i1"	0.304113150137274	0.955357921939957	-0.0846318865359013	-0.0437963387922678	-0.185331607716387
"TRINITY_DN4174_c0_g1_i1"	0.260622828521337	0.951516949183469	-0.108892768892276	-0.121653865201654	-0.138756908881073
"TRINITY_DN3270_c0_g1_i1"	0.103759179118947	0.967506768997932	0.138053956682608	0.011588402584251	-0.358156051915798
"TRINITY_DN3215_c0_g1_i1"	0.101877242554627	-0.198271441972371	-0.19777763662216	-0.188865584184373	0.637181364983085
"TRINITY_DN3250_c0_g1_i1"	0.240732475191018	0.958783940539583	0.0107589020207476	0.135184101233623	-0.330464801010078
"TRINITY_DN3246_c0_g1_i1"	-0.0318796047898261	0.923947669309653	0.234710613770934	-0.0826991853723954	-0.360071572840489
"TRINITY_DN3254_c0_g1_i1"	0.345236025373792	0.942140009603548	-0.150092995061237	-0.0330848226697472	-0.214931506593935
"TRINITY_DN3211_c0_g1_i1"	0.321853020686044	0.92235661356562	-0.161165725755606	-0.201271593346081	-0.07474279365331
"TRINITY_DN2308_c0_g1_i1"	0.292969437060562	0.972031879901911	-0.0940690046636358	-0.14152480340995	-0.186746830454504
"TRINITY_DN2302_c0_g1_i1"	-0.10918073809105	0.803075636789421	0.311609359794441	-0.189522770392978	-0.493209300652972
"TRINITY_DN1474_c1_g2_i1"	0.453162121012503	0.542276148028259	-0.377043293988166	-0.419902743002278	0.0292117660226062
"TRINITY_DN3551_c0_g1_i1"	0.284392179163	0.952673133673395	-0.0822606378343298	-0.279410249943418	-0.240425385866014
"TRINITY_DN3511_c0_g1_i1"	0.333184021320884	0.95210912123	-0.157692571204739	0.0473003909307093	-0.130638598578401
"TRINITY_DN3557_c0_g1_i1"	0.333376832108968	0.966268575067591	-0.123133567800974	0.0266016729462581	-0.250400496879143
"TRINITY_DN3550_c0_g1_i1"	-0.0755323582742974	0.8971257500324	0.338870998363497	0.028015916611371	-0.500418199055057
"TRINITY_DN3507_c0_g1_i1"	0.322148451499845	0.865353045988945	-0.0697958552164963	0.183565868171219	-0.273273696348129
"TRINITY_DN3546_c0_g1_i1"	0.292403304330745	0.967928559887113	-0.0703584788562506	-0.175195188562825	-0.224187213570648
"TRINITY_DN3592_c0_g1_i1"	0.289937768407249	0.957677812545844	-0.130384027892783	0.0567618769673672	-0.149118887902965
"TRINITY_DN3544_c0_g1_i1"	0.238909984302995	0.94443465459976	-0.0997538710916164	-0.13247119625275	-0.155773306867351
"TRINITY_DN2689_c0_g1_i2"	0.363184878330116	0.835077979739731	-0.191620755334323	-0.295336982780517	-0.175514115222646
"TRINITY_DN2679_c0_g1_i2"	0.152176621241408	0.936153231031462	0.0117856305709315	-0.0518849017095857	-0.293531195323672
"TRINITY_DN2625_c0_g1_i1"	-0.870986797897095	-0.217070034299126	0.921849229868273	0.0305665310988241	-0.633475404148343
"TRINITY_DN2682_c0_g1_i1"	0.293978528270669	0.982041877056743	-0.0619854214633687	-0.0342680877306199	-0.270193077288663
"TRINITY_DN2618_c0_g1_i1"	0.304137175655923	0.96663873501951	-0.129271641108257	-0.104121064511439	-0.13612725727525
"TRINITY_DN2695_c0_g1_i1"	0.300946000393804	0.949332120685971	-0.0692447157146897	0.063023334478272	-0.241964025778824
"TRINITY_DN2638_c0_g1_i1"	0.0474293762364905	0.931937249451987	0.217566800848816	-0.0154383595283648	-0.475617226148409
"TRINITY_DN2621_c0_g1_i1"	0.137622746438815	0.918743616041689	0.0365564467574354	0.0430826959618473	-0.340741452402756
"TRINITY_DN1752_c0_g1_i1"	0.355897864118065	0.976019098659621	-0.148013059882024	-0.025139615337147	-0.141426677808523
"TRINITY_DN1746_c0_g1_i1"	-0.0725051297612656	0.795753838734144	0.262838892088831	-0.147850408361271	-0.355023965044528
"TRINITY_DN1700_c0_g1_i1"	-0.230357348140458	0.790258358386585	0.426213314155249	-0.0919046760769579	-0.474680642737193
"TRINITY_DN1765_c0_g1_i2"	-0.59988940098447	0.359928830968241	0.723440252140452	0.0523684796657978	-0.504365975624988
"TRINITY_DN1707_c0_g1_i1"	0.491979903770035	-0.407940469980926	-0.671557550565687	-0.0328640211935565	0.823521627121425
"TRINITY_DN1719_c0_g1_i1"	-0.227265174249165	0.864261844615402	0.453903054769645	0.075544353067782	-0.609282531327273
"TRINITY_DN1728_c0_g1_i1"	0.818545682051257	0.113992398658106	-0.771525002345848	0.0038561415154762	0.614363510891162
"TRINITY_DN1787_c0_g1_i1"	0.280659622927863	0.969999124399929	-0.0592301262081186	0.00241887932540129	-0.273972954148695
"TRINITY_DN1744_c0_g2_i1"	0.713971076503761	-0.253772425135611	-0.862658919113319	-0.27137022235144	0.816213227460449
"TRINITY_DN1770_c0_g1_i1"	0.266196322191413	0.962944355928993	-0.0937215503812479	-0.178876229461212	-0.183131307252206
"TRINITY_DN1710_c0_g1_i1"	0.830603687829448	0.323610694883825	-0.80186962518874	-0.227932027196311	0.406879075643871
"TRINITY_DN1721_c0_g9_i1"	-0.272581422816354	-0.319605408017652	0.304397685046638	0.70760195219498	-0.207084616951401
"TRINITY_DN151_c0_g1_i1"	-0.689182469303431	-0.0332177936486357	0.806098547228771	-0.167312548861604	-0.860004858896832
"TRINITY_DN120_c0_g1_i2"	-0.188143616968138	0.845489517379994	0.382572104877222	-0.0365994081119306	-0.456454177454683
"TRINITY_DN104_c0_g1_i1"	0.124403322350677	0.911814588316045	0.0630728681948701	-0.169856560901665	-0.340112615062581
"TRINITY_DN158_c1_g1_i1"	-0.844636304031921	0.0230133069802489	0.8655823683005	0.0094909771551193	-0.555731729454975
"TRINITY_DN115_c0_g1_i1"	0.2554660700909	0.964063195132127	-0.103482563777991	-0.112352874463286	-0.159862207317649
"TRINITY_DN173_c0_g1_i3"	0.320494614928557	0.965072300401431	-0.135024960289829	-0.0831996239783751	-0.144105383874124
"TRINITY_DN140_c0_g1_i4"	0.327715441027703	0.954281105137292	-0.10093871493344	0.0158182318195128	-0.255433150053973
"TRINITY_DN110_c0_g1_i1"	0.083147572283152	0.972266002570235	0.149225796053006	-0.0156667695952935	-0.349001506243291
"TRINITY_DN191_c1_g1_i1"	0.283563797871393	0.978950498845655	-0.0806796894500107	-0.131185910949751	-0.218195826356174
"TRINITY_DN118_c0_g2_i1"	0.150949347989224	0.938481381457549	0.00735386380624075	-0.0797937614042049	-0.303327378049307
"TRINITY_DN106_c0_g1_i3"	0.142911197963009	0.943258205705041	0.108535068368688	0.167119588426	-0.372997603698001
"TRINITY_DN106_c0_g1_i5"	0.150020324547291	0.780257738568349	-0.0667811690270558	-0.216793773983562	-0.269986918338858
"TRINITY_DN146_c0_g1_i1"	0.325509040696842	0.964092036489461	-0.127378119980392	-0.115280306119627	-0.146087625361794
"TRINITY_DN166_c0_g2_i2"	-0.970486642360812	-0.345956029795068	0.887038857885221	0.0879998745724895	-0.561358541324534
"TRINITY_DN117_c0_g1_i1"	0.341516760720564	0.958827331632484	-0.103778922450939	-0.0496717329256627	-0.207628376118661
"TRINITY_DN195_c0_g1_i1"	0.287683187111083	0.984313484244085	-0.0656789460477172	-0.0312519425112499	-0.259675943019609
"TRINITY_DN156_c0_g1_i1"	0.524532797257747	-0.222484582728235	-0.669146744165314	0.0897864202451023	0.931647993020311
"TRINITY_DN184_c0_g1_i2"	-0.140677418682484	0.849145024592129	0.398220921354206	0.0973798006687281	-0.484018347842844
"TRINITY_DN150_c0_g2_i1"	0.326559788878422	0.876108038333077	-0.0637742069002911	0.143286642509162	-0.278162601032922
"TRINITY_DN4873_c0_g1_i1"	-0.487169606724427	0.0201152783440716	0.420721526814316	0.284721091749892	-0.0778694603627871
"TRINITY_DN4853_c0_g1_i1"	0.377206835484409	0.929407403978146	-0.154793799901486	0.147461418077435	-0.150837256359054
"TRINITY_DN4899_c0_g1_i1"	0.591104260496954	0.572819171567499	-0.492103374433724	-0.172538489123214	0.172417340587731
"TRINITY_DN4847_c0_g1_i1"	0.302334920410294	0.969086954430779	-0.0595691255045589	0.012403913375852	-0.279082738554465
"TRINITY_DN4842_c0_g1_i1"	-0.208276798058483	0.830538126240181	0.40443638505103	-0.0497169585291618	-0.468324715668317
"TRINITY_DN4862_c0_g1_i1"	0.27273889430029	0.95016596844312	-0.135014913760195	0.0843535194746435	-0.13257673057949
"TRINITY_DN4821_c0_g1_i1"	0.0114662773541288	0.936328451495695	0.209337793016254	-0.116758019634619	-0.36320501545963
"TRINITY_DN4859_c0_g1_i1"	-0.136838042486111	0.781498787441821	0.347885217120544	0.181277491478047	-0.470906286035135
"TRINITY_DN4898_c0_g1_i1"	-0.65475223795714	-0.0503137440235406	0.764432255614172	-0.163030809176002	-0.845940371403051
"TRINITY_DN4826_c0_g1_i1"	0.33836980688403	0.936256993121608	-0.0866269712775999	0.105588695941581	-0.257246994093553
"TRINITY_DN3078_c0_g1_i1"	0.0365176781454028	0.891498330264225	0.102106726027165	-0.131292654974079	-0.382809079429331
"TRINITY_DN3014_c0_g1_i1"	-0.0954964222494771	0.87170142360823	0.345835442382335	0.125455856339879	-0.446532670586686
"TRINITY_DN582_c0_g1_i1"	0.564179643211543	-0.295461923624203	-0.700109030815331	0.113826632501456	0.778678085282783
"TRINITY_DN582_c1_g2_i1"	-0.251037505399972	-0.259878048016591	0.303214763256315	0.435681895650148	-0.0937079814697921
"TRINITY_DN577_c0_g1_i1"	0.322421132858553	0.973780949937481	-0.120835467073173	0.0677210033196829	-0.181852797193646
"TRINITY_DN590_c0_g1_i1"	-0.856676865306757	-0.268934313958117	0.842338577099043	-0.0340185086860274	-0.512913860234093
"TRINITY_DN599_c0_g2_i1"	0.36998050093269	0.958661976941491	-0.1484716487279	0.0956001196384119	-0.145026118475749
"TRINITY_DN538_c0_g1_i3"	0.258102606797097	0.942912089960945	-0.109243635793091	-0.126772124122457	-0.118911824252865
"TRINITY_DN567_c0_g1_i1"	0.261080993733031	0.962770098875043	-0.10083626144203	-0.129441721128856	-0.165401335497557
"TRINITY_DN561_c0_g1_i1"	0.32433237321841	0.933109890485429	-0.112517887715322	-0.0881813127075359	-0.283791542330511
"TRINITY_DN520_c0_g1_i1"	0.0912870091512231	0.9313876931112	0.0820269274543373	-0.0414300947744076	-0.400330411260012
"TRINITY_DN586_c0_g1_i1"	0.270157870592672	0.969188304401148	-0.10198604737113	-0.123724920005213	-0.158814799265175
"TRINITY_DN527_c0_g1_i1"	0.27877611964759	0.972728911430904	-0.0960986910530446	-0.135741921035719	-0.169418939488266
"TRINITY_DN2172_c0_g1_i1"	0.270138116286159	0.822028877927753	-0.0191160730493795	0.164446447524747	-0.311461823007752
"TRINITY_DN2140_c0_g1_i1"	-0.330205761466845	0.71264065660398	0.526014057760155	0.174554572243667	-0.498245306494481
"TRINITY_DN2179_c1_g1_i1"	-0.788897624660882	-0.0637775089916638	0.898754943688701	-0.0867096728112175	-0.810590031128641
"TRINITY_DN2150_c0_g1_i1"	0.324330768052318	0.949558110492761	-0.124879524420377	-0.130633255243227	-0.232196369772323
"TRINITY_DN2168_c0_g2_i1"	0.273796466582675	0.710987912109414	-0.0724880381203486	-0.435897888835391	-0.278225527248935
"TRINITY_DN1263_c0_g1_i1"	0.242210149182974	0.945274536574824	-0.0634132903244781	-0.0107608385373619	-0.244871159558529
"TRINITY_DN1220_c0_g1_i1"	0.288287448369696	0.977435027406184	-0.0762341800462997	-0.151114044099493	-0.225154183667493
"TRINITY_DN1215_c0_g1_i1"	-0.0567990187379615	0.895272122544027	0.291248470572794	-0.0848049989723537	-0.402489216191919
"TRINITY_DN1285_c0_g1_i1"	0.288584389103551	0.977824609749879	-0.0766593390007634	-0.1483263333121	-0.226162458257865
"TRINITY_DN1276_c0_g1_i1"	0.337813979170055	0.929305063762979	-0.121016158746257	-0.22903058304728	-0.205754205715234
"TRINITY_DN1235_c0_g1_i1"	0.322647181655471	0.968560104714524	-0.1085636048516	-0.105518747352941	-0.197921270647392
"TRINITY_DN1288_c0_g1_i2"	-0.0744929501640703	0.886227016830262	0.283198741501738	-0.00816777694411525	-0.398438178700863
"TRINITY_DN1255_c0_g1_i2"	-0.405010581455117	0.713456552930566	0.599184389997777	-0.138215113543025	-0.647850320910836
"TRINITY_DN1255_c0_g1_i3"	-0.64253925227061	0.285961120066466	0.8478528100922	-0.0388681401271051	-0.693832088922835
"TRINITY_DN1255_c0_g1_i1"	-0.577473523778892	0.212399244886695	0.77295678936196	0.085274593019424	-0.560813650836716
"TRINITY_DN941_c0_g1_i1"	0.30015759640491	0.975928959417612	-0.116903969940215	0.0259795644064327	-0.195867157438556
"TRINITY_DN999_c0_g1_i1"	0.364549439364662	0.964501186151226	-0.125635401022538	0.0349843760130914	-0.175549666611323
"TRINITY_DN937_c0_g1_i1"	-0.270868425633685	0.270416271670074	0.273650018912012	-0.275617089260544	-0.0663674761352878
"TRINITY_DN957_c0_g2_i1"	0.928244610347094	0.185459548488214	-0.768426414293319	-0.0185644565486834	0.416420017283177
"TRINITY_DN3345_c0_g1_i1"	-0.378363828518425	0.674211818846067	0.585361679343138	0.122056424662693	-0.544474890029556
"TRINITY_DN3319_c0_g1_i1"	0.423694980682389	0.947636812471895	-0.22957429176124	0.0534514605549852	-0.136605014881788
"TRINITY_DN3323_c0_g1_i1"	0.345629298530312	0.975401468461334	-0.107983630361635	-0.0550195550016118	-0.199617039660915
"TRINITY_DN3367_c0_g1_i1"	0.329512300205429	0.954757198632622	-0.111268717017142	-0.114806526715125	-0.172674763309318
"TRINITY_DN3340_c0_g1_i1"	-0.158370299191841	0.707926240111305	0.172227969316032	-0.0939779206171034	-0.351799520107964
"TRINITY_DN3337_c0_g1_i1"	-0.90895851457378	-0.179739537976594	0.914778553440682	0.0379178837992953	-0.685487237062637
"TRINITY_DN3356_c0_g1_i1"	0.111484700261908	0.892536209932688	0.0828779787344818	0.0621489299698978	-0.378812969157392
"TRINITY_DN3338_c0_g1_i1"	0.211294784606846	0.914144561852658	-0.122141930142634	-0.0260562134461294	-0.0989849659309336
"TRINITY_DN3308_c0_g1_i1"	-0.373009190342723	0.688857570620774	0.574105938161406	0.0843364755390274	-0.559360462283683
"TRINITY_DN2485_c0_g1_i1"	0.323907809356631	0.959373570014924	-0.130037217310103	-0.036885693458506	-0.134219396943988
"TRINITY_DN2487_c0_g1_i1"	0.357979351916113	0.975163620701232	-0.158101551321748	-0.000931850620553937	-0.130590829776773
"TRINITY_DN2445_c0_g1_i1"	0.298014714633101	0.978828388410716	-0.0641049404017894	-0.00910517825970641	-0.264063526534859
"TRINITY_DN1596_c0_g1_i1"	0.356530245602794	0.929452620184165	-0.0807815374649348	-0.0128982031251072	-0.255719383926364
"TRINITY_DN1583_c0_g1_i1"	0.337871469592504	0.949305941796062	-0.106324992408514	0.0523256734598886	-0.18179637017431
"TRINITY_DN1563_c0_g1_i1"	0.288139528083661	0.961586350368257	-0.0828545260852949	-0.189606132461527	-0.188485278381194
"TRINITY_DN1579_c0_g1_i1"	-0.0370298687348096	0.903165038601834	0.218504253767349	-0.015037255172006	-0.329303265922655
"TRINITY_DN1572_c0_g1_i1"	-0.0175604319643491	0.913108980121411	0.209139342273997	-0.00933703438447947	-0.326436307185617
"TRINITY_DN1510_c0_g1_i1"	-0.745144392748291	-0.182112569806572	0.724431105611904	-0.0124485839995518	-0.593394922626495
"TRINITY_DN1510_c0_g1_i2"	-0.902216485175551	-0.269350322605761	0.84715177081204	0.114111870824743	-0.634035434783852
"TRINITY_DN1545_c0_g2_i1"	0.385103579316797	-0.327386367169453	-0.57167491982744	0.0913643654084714	0.850109048941675
"TRINITY_DN1532_c0_g1_i1"	-0.0531705984330561	0.910652783235124	0.320177850486093	0.0103883256626517	-0.492171264674822
"TRINITY_DN4646_c0_g1_i1"	0.940367204685489	0.233966506228213	-0.859179055375186	-0.173111789857057	0.635567427582991
"TRINITY_DN4683_c0_g1_i1"	-0.635499704372562	0.00680747288344934	0.77134157995921	-0.200901588542182	-0.817618738962719
"TRINITY_DN4677_c0_g1_i1"	-0.347326476346769	0.681079653214928	0.502821515955814	0.0266854739116774	-0.449116800238582
"TRINITY_DN4667_c0_g1_i1"	0.334064572706897	0.972888900686858	-0.113425172937239	0.0347921394294931	-0.188406014365518
"TRINITY_DN4698_c0_g1_i1"	-0.186042630406581	0.686856620983814	0.221208483231517	-0.0881885132848008	-0.419160125508916
"TRINITY_DN4685_c0_g1_i1"	0.0847876798796339	0.803175878129359	0.119783818657133	-0.114914123310932	-0.471511199898978
"TRINITY_DN1812_c0_g1_i1"	-0.862876724648747	-0.222532633695338	0.76655496996317	0.0235861295057734	-0.540204253469331
"TRINITY_DN1833_c0_g1_i1"	0.282817447589596	0.97869061913644	-0.077910104769389	-0.145812806520663	-0.227165084219094
"TRINITY_DN1823_c0_g1_i1"	-0.149617052503426	0.714819305420953	0.212257307517327	-0.115171211132097	-0.417494736326882
"TRINITY_DN1800_c0_g1_i2"	-0.409811533173768	0.771740907165854	0.564428798501596	-0.0505558425924103	-0.618520570795258
"TRINITY_DN1052_c0_g1_i1"	0.342844305590661	0.962269698780081	-0.113744591356986	0.00438540351278124	-0.170611812485663
"TRINITY_DN1082_c1_g1_i1"	0.13715997886975	0.852437923524232	0.041969571628006	-0.0844885585962331	-0.396198908435429
"TRINITY_DN1070_c0_g1_i1"	0.32966402149155	0.97544811391601	-0.103036065364926	0.0324487497103225	-0.229380100648608
"TRINITY_DN1075_c0_g1_i1"	0.0970420789461435	0.917508711119904	0.0660076161056486	-0.00607572540666439	-0.379971087878308
"TRINITY_DN1061_c1_g1_i1"	0.333052051893233	0.973385428970398	-0.11110793196286	0.0533810110318799	-0.197157968631413
"TRINITY_DN1059_c0_g1_i1"	0.186532565126939	0.7003776908465	-0.111979847710676	-0.372032770584529	-0.155410239032193
"TRINITY_DN1079_c0_g1_i1"	0.288211036914981	0.960179569336743	-0.0827969236263806	-0.252108144317016	-0.244706020395472
"TRINITY_DN1023_c0_g1_i1"	0.329899409876809	0.969336389385523	-0.105772374242747	0.0224025490101181	-0.20755968686973
"TRINITY_DN373_c0_g1_i1"	0.32022800284204	0.973174982160477	-0.0766778878648022	-0.0837292640651522	-0.2221717228345
"TRINITY_DN336_c0_g1_i1"	0.3694481668243	0.972308996230108	-0.148680424501267	0.0484449321560191	-0.1539104873374
"TRINITY_DN397_c0_g1_i1"	0.327039973903781	0.967660444298329	-0.10137591144269	0.0675229766780296	-0.235252211179498
"TRINITY_DN387_c0_g1_i1"	-0.735712543899399	-0.126239575143365	0.772852236218971	-0.0516415093315435	-0.389628348635046
"TRINITY_DN387_c0_g2_i1"	-0.702252242958762	0.241752369464281	0.789892924407237	-0.169507745428372	-0.561489173713259
"TRINITY_DN351_c0_g1_i1"	0.254256685917383	0.962074309663445	-0.106282421762977	-0.101724555642506	-0.144759129538144
"TRINITY_DN321_c0_g1_i4"	0.140202764939729	0.787519932193199	-0.0729285191618122	-0.132414697125938	-0.158295833395905
"TRINITY_DN393_c0_g2_i1"	0.270200411018653	0.976762247164579	-0.0863356071032916	-0.105891047440027	-0.215920206159516
"TRINITY_DN354_c0_g1_i2"	-0.878656490729242	-0.27987205801208	0.874063898934718	0.112129990686267	-0.534290621510437
"TRINITY_DN350_c0_g1_i2"	0.299162277112416	0.953157974539879	-0.14354777059794	-0.0830532991853025	-0.114873441432612
"TRINITY_DN389_c0_g2_i1"	-0.418581959664647	-0.00519365175183559	0.399719667065118	0.0679523923217271	-0.130887434341265
"TRINITY_DN320_c0_g1_i2"	-0.697500552983686	0.434210781035446	0.885826842261054	0.0890949457224259	-0.792756234924982
