baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN1616_c0_g1_i5	502.986151685158	-10.3889284976458	2.48120718484043	-4.18704595130937	2.82608625858677e-05	0.00404836235149373
TRINITY_DN11877_c0_g1_i2	15.845519024695	20.7071156803275	3.15323255178295	6.56694846963286	5.13568090469928e-11	1.9272093768885e-08
TRINITY_DN38877_c0_g1_i1	17.7219620670931	20.863111380933	3.15383167683917	6.61516324226994	3.71141956210172e-11	1.9272093768885e-08
TRINITY_DN3608_c0_g1_i4	17.5134683957155	20.8468198127131	3.15372860870324	6.61021362306916	3.83765828948387e-11	1.9272093768885e-08
TRINITY_DN4852_c0_g1_i1	1470.89786484075	-11.3618881418227	2.12290707008758	-5.35204216044837	8.69671289928985e-08	2.55580177899639e-05
TRINITY_DN466_c0_g2_i10	569.684998919935	-9.06097781186361	2.16497758307021	-4.18525248608533	2.8484930323677e-05	0.00404836235149373
TRINITY_DN30120_c0_g1_i1	16.4710000388277	20.7613107103929	3.15334272701774	6.58390555917397	4.5824826528691e-11	1.9272093768885e-08
TRINITY_DN7846_c0_g1_i1	349.131968602653	-9.4854937770836	2.12671715977108	-4.46015763473908	8.18993923569188e-06	0.00154353648269197
TRINITY_DN3443_c0_g3_i1	4286.40459631783	-10.3103510310376	2.0145819610884	-5.11786128843689	3.09019729942096e-07	8.64208564107421e-05
TRINITY_DN2828_c0_g1_i1	1913.1679408519	-9.61965478467887	2.01130908742114	-4.78278293716308	1.72884786935872e-06	0.000440830782453101
TRINITY_DN35172_c0_g1_i1	16.6794937102053	20.7755829081148	3.15340108005761	6.58830969504685	4.44861975166276e-11	1.9272093768885e-08
TRINITY_DN31533_c0_g1_i2	16.4710000388277	20.7613107103929	3.15334272701774	6.58390555917397	4.5824826528691e-11	1.9272093768885e-08
TRINITY_DN553_c0_g1_i7	16.8879873815828	20.7941132503033	3.15346934884118	6.59404324254637	4.28006955078225e-11	1.9272093768885e-08
TRINITY_DN10810_c0_g1_i1	245.269632051356	-9.98236577813278	2.38143786185233	-4.19173892295821	2.7682445105091e-05	0.00399988263064311
TRINITY_DN3382_c0_g1_i1	16.6794937102053	20.7755829081148	3.15340108005761	6.58830969504685	4.44861975166276e-11	1.9272093768885e-08
TRINITY_DN31915_c0_g1_i1	17.3049747243379	20.8285804568384	3.15363335616948	6.60462967773068	3.98512245986908e-11	1.9272093768885e-08
TRINITY_DN138_c1_g1_i5	551.819640790944	-9.81633314928869	2.09838550457319	-4.67804086898957	2.89628828628156e-06	0.000678631656700486
TRINITY_DN2701_c0_g1_i1	262.686605896157	-11.8537896333543	2.79650430459203	-4.23878826644023	2.24729484685873e-05	0.00347909333479317
TRINITY_DN9705_c0_g1_i2	221.796165212888	-9.80911061685064	2.16488070582573	-4.53101669318506	5.87004994214523e-06	0.0011698942062857
TRINITY_DN31240_c0_g1_i1	16.8879873815828	20.7941132503033	3.15346934884118	6.59404324254637	4.28006955078225e-11	1.9272093768885e-08
TRINITY_DN3565_c0_g1_i1	1098.96025610026	-11.5172191373822	2.48001550076007	-4.64401094825918	3.41709441803683e-06	0.000761479647556235
TRINITY_DN8204_c0_g1_i1	16.8879873815828	20.7941132503033	3.15346934884118	6.59404324254637	4.28006955078225e-11	1.9272093768885e-08
TRINITY_DN29323_c0_g1_i1	17.0964810529604	20.8134439741834	3.15354699930652	6.60001071135466	4.111280764875e-11	1.9272093768885e-08
TRINITY_DN3438_c0_g1_i14	269.38493743051	-11.8901468342924	2.54618865156046	-4.66978235371736	3.01519013948091e-06	0.000697071757712794
TRINITY_DN34255_c0_g1_i1	17.0964810529604	20.8134439741834	3.15354699930652	6.60001071135466	4.111280764875e-11	1.9272093768885e-08
TRINITY_DN34988_c0_g1_i1	17.5134683957155	20.8468198127131	3.15372860870324	6.61021362306916	3.83765828948387e-11	1.9272093768885e-08
TRINITY_DN32425_c0_g1_i1	16.0540126960726	20.7248326284831	3.15325784854516	6.5725144038078	4.94725999273033e-11	1.9272093768885e-08
TRINITY_DN53_c0_g1_i1	1511.59485702389	-10.1359226977962	2.00635743593189	-5.05190277478567	4.37430360379931e-07	0.000120390555851232
TRINITY_DN37030_c0_g1_i1	16.8879873815828	20.7941132503033	3.15346934884118	6.59404324254637	4.28006955078225e-11	1.9272093768885e-08
TRINITY_DN1152_c0_g1_i1	550.207175666184	-10.6848092887724	2.23606770132933	-4.77839256942908	1.76702131422979e-06	0.000444034529962759
TRINITY_DN13182_c0_g1_i3	15.845519024695	20.7071156803275	3.15323255178295	6.56694846963286	5.13568090469928e-11	1.9272093768885e-08
TRINITY_DN476_c0_g2_i3	10768.5200146567	8.85311453448297	2.01089516988186	4.40257387211441	1.0697414809487e-05	0.00182182594260699
TRINITY_DN1564_c0_g1_i1	476.93086312518	-11.5825070828032	2.65562900276389	-4.3614929158962	1.29177979569458e-05	0.00211603986592537
TRINITY_DN1971_c0_g1_i8	1730.17637691861	-28.4850882515775	2.85880468304016	-9.96398544488372	2.19099355638569e-23	3.79896372741714e-19
TRINITY_DN4035_c0_g1_i1	16.0540126960726	20.7248326284831	3.15325784854516	6.5725144038078	4.94725999273033e-11	1.9272093768885e-08
TRINITY_DN12326_c0_g1_i1	136.021567454444	-10.0259730981317	2.38933667822221	-4.19613242014579	2.71511541151067e-05	0.00398273329125261
TRINITY_DN18448_c0_g1_i1	15.2200380105623	20.4749809701966	3.1532318388462	6.49333192629713	8.39584244077139e-11	2.50992262207819e-08
TRINITY_DN6046_c0_g1_i1	15.845519024695	20.7071156803275	3.15323255178295	6.56694846963286	5.13568090469928e-11	1.9272093768885e-08
TRINITY_DN609_c0_g1_i1	177.359776015818	-11.2871839246315	2.5561721350013	-4.4156587774656	1.00702830428392e-05	0.00174608637679789
TRINITY_DN1066_c0_g1_i1	178.353957089439	-11.2951835537992	2.58993627624546	-4.36118203269984	1.29361685096078e-05	0.00211603986592537
TRINITY_DN577_c0_g1_i1	16.8879873815828	20.7941132503033	3.15346934884118	6.59404324254637	4.28006955078225e-11	1.9272093768885e-08
TRINITY_DN176_c0_g1_i5	609.042574246979	-10.9852244191404	2.38746048555473	-4.60121727065483	4.20029007943121e-06	0.000888156459600704
TRINITY_DN389_c0_g1_i2	291.043822952962	-12.0015977732336	2.26834664316901	-5.29090111045228	1.2171516790411e-07	3.51736549381559e-05
TRINITY_DN7228_c0_g1_i1	161.251922460748	-8.50539604605695	2.04209898181252	-4.16502633898174	3.11316621813552e-05	0.00435316040776224
TRINITY_DN7579_c0_g1_i1	17.0964810529604	20.8134439741834	3.15354699930652	6.60001071135466	4.111280764875e-11	1.9272093768885e-08
TRINITY_DN3647_c0_g3_i1	15.4285316819399	20.6344378097107	3.15321925333666	6.54392738084288	5.99239036937958e-11	1.96041616254099e-08
