"113"	"222"	"425"
"TRINITY_DN21478_c0_g1_i1"	3.61492	74.6401	65.8448
"TRINITY_DN5656_c0_g1_i3"	137.471	902.002	996.151
"TRINITY_DN5671_c0_g1_i12"	1.57727	13.9521	11.9807
"TRINITY_DN5671_c0_g1_i8"	2.20586	69.9558	69.0609
"TRINITY_DN37977_c0_g1_i1"	11.6904	211.623	271.183
"TRINITY_DN4743_c0_g1_i14"	2.85603	127.287	153.838
"TRINITY_DN4754_c0_g1_i2"	7.40542	49.0186	56.1001
"TRINITY_DN4704_c2_g2_i1"	5.36666	127.567	175.122
"TRINITY_DN4712_c0_g2_i1"	1.08878	116.965	127.025
"TRINITY_DN19730_c2_g1_i1"	24.0634	69.0194	64.17
"TRINITY_DN0_c0_g1_i4"	6.16311	98.103	111.365
"TRINITY_DN0_c2_g1_i1"	27.4223	1293.74	1599.96
"TRINITY_DN0_c2_g1_i14"	0	24.9573	25.8828
"TRINITY_DN0_c2_g1_i2"	0.813377	13.0799	10.6819
"TRINITY_DN0_c2_g1_i4"	3.82841	200.212	243.577
"TRINITY_DN0_c162_g1_i1"	1.72472	107.998	112.28
"TRINITY_DN0_c51_g1_i1"	3.45	45.4948	49.2326
"TRINITY_DN0_c138_g1_i1"	0.902928	137.8	141.546
"TRINITY_DN0_c55_g1_i4"	67.9359	172.938	149.566
"TRINITY_DN0_c1_g1_i11"	0.259474	0.951675	0.840498
"TRINITY_DN0_c58_g1_i1"	8.41521	197.906	208.454
"TRINITY_DN0_c57_g1_i3"	3.94117	116.569	106.833
"TRINITY_DN0_c29_g1_i3"	0	5.79281	6.22921
"TRINITY_DN0_c372_g1_i1"	6.64352	108.566	121.769
"TRINITY_DN4_c12_g1_i1"	0	0.673104	0.988487
"TRINITY_DN4_c0_g1_i15"	5.41197	9.31605	8.92063
"TRINITY_DN4_c0_g1_i3"	6.03195	9.16562	8.9335
"TRINITY_DN4_c7_g1_i1"	0.331712	2.70278	2.86517
"TRINITY_DN11_c0_g1_i1"	8.34742	416.453	464.585
"TRINITY_DN11_c0_g1_i2"	14.6876	2508.34	3482.35
"TRINITY_DN11_c0_g1_i5"	35.5348	482.255	631.666
"TRINITY_DN11_c0_g2_i1"	2.16837	2135.31	1998.56
"TRINITY_DN11_c0_g2_i2"	10.1031	861.672	1550.15
"TRINITY_DN11_c0_g2_i3"	1.36391	17.9105	18.0919
"TRINITY_DN11_c16_g1_i2"	3.5168	143.092	111.556
"TRINITY_DN11_c16_g1_i3"	9.06123	245.346	212.995
"TRINITY_DN70_c1_g1_i12"	0	1.71469	2.13988
"TRINITY_DN2_c2_g2_i1"	1.39667	42.1872	48.4129
"TRINITY_DN2_c0_g2_i1"	35.7553	600.075	714.081
"TRINITY_DN53_c0_g1_i1"	0	0.078055	0.151411
"TRINITY_DN87_c1_g1_i1"	0	7.22832	5.8171
"TRINITY_DN1_c61_g3_i1"	3.34204	181.277	213.001
"TRINITY_DN3841_c0_g1_i6"	3.43018	97.9388	110.824
